Security Code,Issuer Name,Security Id,Security Name,Face Value,Industry,Instrument,CurrentPrice,ROCE,StockP/E,EPS,Earningsyield
539621,BCL Enterprises Limited,BCLENTERPR,BCL Enterprises Ltd,10,Finance (including NBFCs),Equity,,,,,
539632,AAR COMMERCIAL COMPANY LIMITED,AARCOM,AAR Commercial Company Ltd,10,Distributors,Equity,6.02,0.13,35.5,,
539636,Precision Camshafts Limited,PRECAM,Precision Camshafts Ltd,10,Auto Parts & Equipment,Equity,183,0.4,137,2.43,2.03
539637,Blueblood Ventures Limited,BVL,Blueblood Ventures Ltd,10,Other Financial Services,Equity,10.4,3.56,18.4,0.57,3.71
539658,TeamLease Services Limited,TEAMLEASE,TeamLease Services Ltd,10,Sp.Consumer Services,Equity,4052,14.3,358,11.3,1.59
539659,Vidli Restaurants Limited,VIDLI,Vidli Restaurants Ltd,10,Restaurants,Equity,22.9,,55.4,0.41,2.86
539660,BEST AGROLIFE LIMITED,BESTAGRO,Best Agrolife Ltd,10,Agrochemicals,Equity,1179,,35.2,35.9,3.95
539661,ACE MEN ENGG WORKS LIMITED,ACEMEN,Ace Men Engg Works Ltd,10,Distributors,Equity,29.3,0,,0,0
539662,BFL Asset Finvest Limited,BFLAFL,BFL Asset Finvest Ltd,10,Finance (including NBFCs),Equity,,,,,
539673,Radhagobind Commercial Limited,RCL,Radhagobind Commercial Ltd,10,Distributors,Equity,12.9,4.52,16.9,0.76,3.54
539678,Quick Heal Technologies Limited,QUICKHEAL,Quick Heal Technologies Ltd,10,IT Software Products,Equity,227,20.5,14,15.3,9.94
539679,Kapil Raj Finance Ltd.,KAPILRAJ,Kapil Raj Finance Ltd,10,Finance (including NBFCs),Equity,12.4,1.02,21.2,0.58,6.93
539680,Ganga Pharmaceuticals Limited,GANGAPHARM,Ganga Pharmaceuticals Ltd,10,Pharmaceuticals,Equity,10.5,,214,,
539681,dynamic Archistructures Limited,DAL,Dynamic Archistructures Ltd,10,Finance (including NBFCs),Equity,,,,,
539682,Sylph Education Solutions Limited,SESL,Sylph Education Solutions Ltd,10,Education,Equity,,,,,
539683,Shivkamal Impex Limited,SHIVKAMAL,Shivkamal Impex Ltd,10,Finance (including NBFCs),Equity,,,,,
539686,K.P. Energy Limited,KPEL,K.P. Energy Ltd,10,Electric Utilities,Equity,355,16.2,26.1,13.6,7.15
539692,INTERACTIVE FINANCIAL SERVICES LIMITED,IFINSER,Interactive Financial Services Ltd,10,Finance (including NBFCs),Equity,,,,,
539697,HILIKS TECHNOLOGIES LIMITED,HILIKS,Hiliks Technologies Ltd,10,Real Estate Investment,Equity,,,,,
539724,HYPERSOFT TECHNOLOGIES LIMITED,HYPERSOFT,Hypersoft Technologies Ltd,10,IT Consulting & Software,Equity,,,,,
539725,Gokul Agro Resources Ltd,GOKULAGRO,Gokul Agro Resources Ltd,2,Edible Oils,Equity,79.7,22.8,17,5.09,13.7
539730,Fredun Pharmaceuticals Limited,FREDUN,Fredun Pharmaceuticals Ltd,10,Pharmaceuticals,Equity,,,,,
539742,Simbhaoli Sugars Ltd,SIMBHALS,Simbhaoli Sugars Ltd,10,Sugar,Equity,22.2,2.38,,-1.78,2.11
539760,Relicab Cable Manufacturing Limited,RELICAB,Relicab Cable Manufacturing Ltd,10,Other Elect.Equip./ Prod.,Equity,,,,,
539762,Modern Converters Limited,MODCL,Modern Converters Ltd,10,Other Agricultural Products,Equity,17,,,-0.16,
539767,Mega Nirman & Industries Limited,MNIL,Mega Nirman and Industries Ltd,10,Realty,Equity,,,,,
539770,Darjeeling Ropeway Company Limited,DARJEELING,Darjeeling Ropeway Company Ltd,10,Other Financial Services,Equity,,,,,
539773,Advik Capital Limited,ADVIKCA,Advik Capital Ltd,1,Finance (including NBFCs),Equity,3,2.14,31.3,0.1,5.13
539784,LIC Mutual Fund,LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100,10,-,Equity,,,,,
539785,Pudumjee Paper Products Limited,PDMJEPAPER,Pudumjee Paper Products Ltd,1,Paper & Paper Products,Equity,,,,,
539787,HealthCare Global Enterprises Limited,HCG,HealthCare Global Enterprises Ltd,10,Healthcare Facilities,Equity,251,-0.95,89.4,-3.03,1.18
539788,Khemani Distributors & Marketing Limited,KDML,Khemani Distributors & Marketing Ltd,5,Distributors,Equity,,,,,
539798,Umiya Tubes Limited,UMIYA,Umiya Tubes Ltd,10,Iron & Steel Products,Equity,,,,,
539799,Bharat Wire Ropes Limited,BHARATWIRE,Bharat Wire Ropes Ltd,10,Iron & Steel Products,Equity,,,,,
539800,CHD Chemicals Limited,CHDCHEM,CHD Chemicals Ltd,10,Comm.Trading  & Distribution,Equity,,,,,
539807,INFIBEAM AVENUES LIMITED,INFIBEAM,Infibeam Avenues Ltd,1,Internet Software & Services,Equity,44,2.94,71.4,0.62,1.66
539814,LE LAVOIR LIMITED,LELAVOIR,LE Lavoir Ltd,10,Comm.Trading  & Distribution,Equity,48,0.89,,0,0.13
539819,Mudra Financial Services Ltd.,MUDRA,Mudra Financial Services Ltd,10,Other Financial Services,Equity,,,,,
539833,Shivom Investment & Consultancy Limited,SICLTD,Shivom Investment & Consultancy Ltd,10,Finance (including NBFCs),Equity,,,,,
539834,Balgopal Commercial limited,BALGOPAL,Balgopal Commercial Ltd,10,Comm.Trading  & Distribution,Equity,7.58,0.44,208,0.04,0.64
539835,Superior Finlease Limited,SUPERIOR,Superior Finlease Ltd,10,Finance (including NBFCs),Equity,53.2,1.27,99.8,,
539837,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,RPEL,Raghav Productivity Enhancers Ltd,10,Other Industrial Goods,Equity,704,,47.3,14.9,2.99
539839,Franklin Leasing and Finance Limited,FRANKLIN,Franklin Leasing and Finance Ltd,10,Finance (including NBFCs),Equity,,,,,
539841,Lancer Container Lines Limited,LANCER,Lancer Container Lines Ltd,10,Transportation - Logistics,Equity,233,24.8,49.5,4.72,3.18
539843,NINtec Systems Limited,NINSYS,NINtec Systems Ltd,10,IT Consulting & Software,Equity,,,,,
539844,Equitas Holdings Limited,EQUITAS,Equitas Holdings Ltd,10,Holding Companies,Equity,115,9.48,10.7,10.8,9.11
539854,Halder Venture Limited,HALDER,Halder Venture Ltd,10,Other Agricultural Products,Equity,574,17.6,5.79,99.2,25.8
539861,SKIL Infrastructure Limited,SKIL,SKIL Infrastructure Ltd,10,Construction & Engineering,Equity,2.9,0.18,,-28,-12.6
539871,Thyrocare Technologies Limited,THYROCARE,Thyrocare Technologies Ltd,10,Healthcare Services,Equity,998,35.7,26,38.5,4.97
539872,Bajaj Healthcare Limited,BAJAJHCARE,Bajaj Healthcare Ltd,5,Pharmaceuticals,Equity,,,,,
539874,Ujjivan Financial Services Limited,UJJIVAN,Ujjivan Financial Services Ltd,10,Finance (including NBFCs),Equity,143,4.23,,-39.3,1.85
539875,RSD Finance Limited,RSDFIN,RSD Finance Ltd,5,Investment Companies,Equity,125,6.63,12.1,,
539876,Crompton Greaves Consumer Electricals Limited,CROMPTON,Crompton Greaves Consumer Electricals Ltd,2,Household Appliances,Equity,434,36.3,41.7,10.4,2.97
539883,Pilani Investment And Industries Corporation Limited,PILANIINVS,Pilani Investment and Industries Corporation Ltd,10,Holding Companies,Equity,1907,2.37,12.3,155,8.58
539884,Darshan Orna Limited,DARSHANORNA,Darshan Orna Ltd,10,Other Apparels & Accessories,Equity,,,,,
539889,Parag Milk Foods Limited,PARAGMILK,Parag Milk Foods Ltd,10,Packaged Foods,Equity,120,6.73,27.3,4.41,8.24
539894,Madhav Infra Projects Limited,MADHAVIPL,Madhav Infra Projects Ltd,1,Construction & Engineering,Equity,6.01,4.29,18.2,0.33,12.1
539895,Shalimar Agencies Limited,SAGL,Shalimar Agencies Ltd,10,Other Financial Services,Equity,,,,,
539910,Kome-on Communication Limited,KOCL,Kome-On Communication Ltd,10,Movies & Entertainment,Equity,,,,,
539911,Svarnim Trade Udyog Limited,SNIM,Svarnim Trade Udyog Ltd,1,Comm.Trading  & Distribution,Equity,,,,,
539917,NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,1,Fertilizers,Equity,14,-10.3,,-11.4,-9.29
539921,Shanti Educational Initiatives Limited,SEIL,Shanti Educational Initiatives Ltd,10,Education,Equity,,,,,
539922,Rotographics (India) Limited,RGIL,Rotographics (India) Ltd,10,Comm.Trading  & Distribution,Equity,,,,,
539927,LIKHAMI CONSULTING LIMITED,LIKHAMI,Likhami Consulting Ltd,10,Consulting Services,Equity,,,,,
539938,Medico Intercontinental Limited,MIL,Medico Intercontinental Ltd,10,Other Financial Services,Equity,51.2,24.8,6.12,8.37,22.1
539939,Yash Chemex Limited,YASHCHEM,Yash Chemex Ltd,10,Specialty Chemicals,Equity,48.8,16.4,16.2,3.01,9.76
539940,Max Ventures and Industries Limited,MAXVIL,Max Ventures and Industries Ltd,10,Holding Companies,Equity,130,11.7,37.8,,
539945,ICICI Prudential Mutual Fund,ICICINV20,ICICI Prudential NV20 ETF,10,-,Equity,,,,,
539946,Bazel International Limited,BAZELINTER,Bazel International Ltd,10,Finance (including NBFCs),Equity,34,0.14,,-0.41,0.39
539947,JINDAL LEASEFIN LIMITED,JLL,Jindal Leasefin Ltd,10,Investment Companies,Equity,,,,,
539956,TAAL Enterprises Limited,TAALENT,TAAL Enterprises Ltd,10,Airlines,Equity,1891,61.4,15.4,123,9.2
539957,Mahanagar Gas Limited,MGL,Mahanagar Gas Ltd,10,Oil Marketing & Distribution,Equity,,,,,
539962,Quest Financial Services Ltd.,QFSL,Quest Financial Services Ltd,10,Finance (including NBFCs),Equity,0.32,,,-1.96,-665
539963,Zeal Aqua Limited,ZEAL,Zeal Aqua Ltd,1,Other Food Products,Equity,,,,,
539978,Quess Corp Limited,QUESS,Quess Corp Ltd,10,Sp.Consumer Services,Equity,806,7.72,210,4.21,2.12
539979,DIGJAM LIMITED,DIGJAMLTD,Digjam Ltd,10,Textiles,Equity,,,,,
539980,ICICI Prudential Mutual Fund,ICICIMCAP,ICICI Prudential Midcap Select ETF,10,-,Equity,,,,,
539982,Advance Syntex Limited,ASYL,Advance Syntex Ltd,10,Containers & Packaging,Equity,,,,,
539984,HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,HUIL,Hindusthan Urban Infrastructure Ltd,10,Electronic Components,Equity,4781,4.98,55.9,85.6,7.89
539985,Titaanium Ten Enterprise Limited,TITAANIUM,Titaanium Ten Enterprise Ltd,10,Textiles,Equity,,,,,
539986,Commercial Syn Bags Limited,COMSYN,Commercial Syn Bags Ltd,10,Containers & Packaging,Equity,291,12.9,22.6,12.9,5.44
539991,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,CFEL,Confidence Futuristic Energetech Ltd,10,Comm.Trading  & Distribution,Equity,69.4,,1389,0.05,0.01
539992,LLOYDS STEELS INDUSTRIES LIMITED,LLOYDSTEEL,Lloyds Steels Industries Ltd,1,Industrial Machinery,Equity,,,,,
539997,Kwality Pharmaceuticals Limited,KPL,Kwality Pharmaceuticals Ltd,10,Pharmaceuticals,Equity,753,26.1,51.6,14.6,2.93
540005,Larsen & Toubro Infotech Limited,LTI,Larsen & Toubro Infotech Ltd,1,IT Consulting & Software,Equity,6606,37,52.5,,
540006,EAST WEST HOLDINGS LIMITED,EASTWEST,East West Holdings Ltd,2,Transportation - Logistics,Equity,11.4,6.09,35.2,0.32,6.61
540008,Aditya Birla Sun Life Mutual Fund,BSLSENETFG,BIRLA SUN LIFE SENSEX ETF,1,-,Equity,,,,,
540023,COLORCHIPS NEW MEDIA LIMITED,COLORCHIPS,Colorchips New Media Ltd,10,Broadcasting & Cable TV,Equity,36.2,1.78,220,0.16,4.83
540025,Advanced Enzyme Technologies Limited,ADVENZYMES,Advanced Enzyme Technologies Ltd,2,Other Agricultural Products,Equity,327,22.8,25.6,12.8,5.99
540026,Ladam Affortable Housing Limited,LAHL,Ladam Affordable Housing Ltd,5,Realty,Equity,7.63,0.54,,-0.18,-0.09
540027,PRABHAT TECHNOLOGIES (INDIA) LIMITED,PTIL,Prabhat Technologies (India) Ltd,10,Specialty Retail,Equity,408,-6.35,,-8.23,-1.67
540047,Dilip Buildcon Limited,DBL,Dilip Buildcon Ltd,10,Roads & Highways,Equity,371,13.3,,-14.6,10.7
540048,S.P. Apparels Limited,SPAL,S.P. Apparels Ltd,10,Other Apparels & Accessories,Equity,479,9.81,18.9,25.3,7.12
540061,Bigbloc Construction Limited,BIGBLOC,Bigbloc Construction Ltd,2,Cement & Cement Products,Equity,70.8,8.09,53.3,1.33,2.55
540062,Golden Crest Education & Services Limited,GOLDENCREST,Golden Crest Education & Services Ltd,10,Education,Equity,,,,,
540063,ECS Biztech Limited,ECS,ECS Biztech Ltd,10,IT Consulting & Software,Equity,,,,,
540064,Future Retail Ltd.,FRETAIL,Future Retail Ltd,2,Department Stores,Equity,49.9,-12.2,,-77.4,-15.9
540065,RBL Bank Limited,RBLBANK,RBL Bank Ltd,10,Banks,Equity,151,5.64,,-3.84,4.94
540066,AMS POLYMERS LIMITED,AMS,AMS Polymers Ltd,10,Specialty Chemicals,Equity,,,,,
540072,Shiva Granito Export Limited,SHIVAEXPO,Shiva Granito Export Ltd,10,Construction Materials,Equity,,,,,
540073,BLS International Services Ltd,BLS,BLS International Services Ltd,1,Travel Support Services,Equity,227,11.2,27.3,8.32,3.95
540078,Mitsu Chem Plast Limited,MITSU,Mitsu Chem Plast Ltd,10,Containers & Packaging,Equity,,,,,
540079,Sprayking Agro Equipment Limited,SPRAYKING,Sprayking Agro Equipment Ltd,10,Other Industrial Products,Equity,,,,,
540080,Narayani Steels Limited,NARAYANI,Narayani Steels Ltd,10,Iron & Steel/Interm.Products,Equity,12.8,-28,,-61.8,-25.4
540081,Sab Events & Governance Now Media Limited,GOVNOW,SAB Events & Governance Now Media Ltd,10,Publishing,Equity,,,,,
540082,Riddhi Steel and Tube Limited,RSTL,Riddhi Steel and Tube Ltd,10,Iron & Steel Products,Equity,,,,,
540083,TV VISION LIMITED,TVVISION,TV Vision Ltd,10,Broadcasting & Cable TV,Equity,3.6,,,-10.9,-214
540084,Spicy Entertainment and Media Limited,SPICY,Spicy Entertainment and Media Ltd,10,Movies & Entertainment,Equity,,,,,
540097,Visco Trade Associates Ltd,VISCO,Visco Trade Associates Ltd,10,Other Financial Services,Equity,23,-0.03,50.3,0.46,1.65
540108,TIAAN CONSUMER LIMITED,TIAANC,Tiaan Consumer Ltd,10,Personal Products,Equity,,,,,
540115,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,2,Internet Software & Services,Equity,5120,29.4,60.7,,
540124,G N A Axles Limited,GNA,G N A Axles Ltd,10,Auto Parts & Equipment,Equity,583,15.4,12.7,45.8,10
540125,Radhika Jeweltech Limited,RADHIKAJWE,Radhika Jeweltech Ltd,10,Other Apparels & Accessories,Equity,,,,,
540132,Sabrimala Industries India Limited,SIIL,Sabrimala Industries India Ltd,10,Comm.Trading  & Distribution,Equity,3.01,1.38,131,0.02,3.4
540133,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,10,Life Insurance,Equity,578,9.15,131,4.42,0.97
540134,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL,Ishaan Infrastructures and Shelters Ltd,10,Construction & Engineering,Equity,,,,,
540135,ARC Finance Limited,ARCFIN,ARC Finance Ltd,10,Other Financial Services,Equity,,,,,
540136,HPL Electric & Power Limited,HPL,HPL Electric & Power Ltd,10,Consumer Electronics,Equity,75.4,5.84,64.8,,
540143,Sagarsoft (India) Limited,SAGARSOFT,Sagarsoft (India) Ltd,10,IT Consulting & Software,Equity,232,,,,
540144,DRA CONSULTANTS LIMITED,DRA,DRA Consultants Ltd,10,Consulting Services,Equity,,,,,
540145,Valiant Organics Limited,VALIANTORG,Valiant Organics Ltd,10,Specialty Chemicals,Equity,1204,30.7,29.3,41,5.42
540146,ADITYA CONSUMER MARKETING LIMITED,ACML,Aditya Consumer Marketing Ltd,10,Distributors,Equity,,,,,
540147,Shashijit Infraprojects Limited,SHASHIJIT,Shashijit Infraprojects Ltd,10,Construction & Engineering,Equity,,,,,
540148,Bindal Exports Limited,BINDALEXPO,Bindal Exports Ltd,10,Other Apparels & Accessories,Equity,,,,,
540150,Mewar Hi-Tech Engineering Limited,MHEL,Mewar Hi-Tech Engineering Ltd,10,Construction & Engineering,Equity,,,,,
540151,Diksat Transworld Limited,DIKSAT,Diksat Transworld Ltd,10,Movies & Entertainment,Equity,100,0.83,1171,0.09,0.14
540152,India Green Reality Limited,IGRL,India Green Reality Ltd,10,Realty,Equity,,,,,
540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,10,Auto Parts & Equipment,Equity,1684,16.6,37.2,43.2,3.4
540154,IDFC Mutual Fund,IDFSENSEXE,IDFC SENSEX ETF,10,-,Equity,,,,,
540159,Purple Entertainment Limited,PURPLE,Purple Entertainment Ltd,10,Movies & Entertainment,Equity,,,,,
540168,SUPRA PACIFIC MANAGEMENT CONSULTANCY LIMITED,SUPRAP,Supra Pacific Management Consultancy Ltd,10,Finance (including NBFCs),Equity,,,,,
540173,PNB Housing Finance Limited,PNBHOUSING,PNB Housing Finance Ltd,10,Housing Finance ,Equity,487,8.76,10.3,47.1,9.28
540174,Southern Infosys Limited,SOUTHERNIN,Southern Infosys Ltd,10,IT Consulting & Software,Equity,24,2.3,,-0.1,-0.08
540175,REGENCY FINCORP LIMITED,REGENCY,Regency Fincorp Ltd,10,Other Financial Services,Equity,,,,,
540180,Varun Beverages Limited,VBL,Varun Beverages Ltd,10,Non-alcoholic Beverages,Equity,940,10.7,61.9,15.2,2.73
540181,Salem Erode Investments Ltd.,SALEM,Salem Erode Investments Ltd,1,Finance (including NBFCs),Equity,17.1,6.34,23.6,,
540190,Franklin Industries Limited,FRANKLININD,Franklin Industries Ltd,10,Comm.Trading  & Distribution,Equity,,,,,
540192,LKP Securities Limited,LKPSEC,LKP Securities Ltd,2,Other Financial Services,Equity,18.9,12.1,24.9,0.76,22
540198,OSIAJEE TEXFAB LIMITED,OSIAJEE,Osiajee Texfab Ltd,10,Textiles,Equity,,,,,
540199,Corporate Merchant Bankers Limited,CMBL,Corporate Merchant Bankers Ltd,10,Other Financial Services,Equity,14.5,0.29,477,0.03,0
540203,Sheela Foam Limited,SFL,Sheela Foam Ltd,5,Furniture-Furnishing-Paints,Equity,3600,23.5,67.9,53,2.06
540204,EIKO LIFESCIENCES LIMITED,EIKO,Eiko Lifesciences Ltd,10,Specialty Chemicals,Equity,59.4,-84.4,,-2.59,-4.53
540205,Aditya Vision Limited,AVL,Aditya Vision Ltd,10,Specialty Retail,Equity,,,,,
540210,The Mandhana Retail Ventures Limited,TMRVL,The Mandhana Retail Ventures Ltd,10,Specialty Retail,Equity,,,,,
540211,Sparkling (India) Finshares Limited,SIFL,Sparkling (India) Finshares Ltd,10,Finance (including NBFCs),Equity,,,,,
540212,TCI Express Limited,TCIEXP,TCI Express Ltd,2,Transportation - Logistics,Equity,,,,,
540221,Shashank Traders Limited,SHASHANK,Shashank Traders Ltd,10,Comm.Trading  & Distribution,Equity,,,,,
540222,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,2,Pharmaceuticals,Equity,485,39.6,25.8,18.9,5.15
540243,NEW LIGHT APPARELS LIMTED,NEWLIGHT,New Light Apparels Ltd,10,Comm.Trading  & Distribution,Equity,,,,,
540252,VEERAM SECURITIES LIMITED,VSL,Veeram Securities Ltd,10,Other Apparels & Accessories,Equity,,,,,
540253,Shree Nidhi Trading Co. Ltd.,SNTCL,Shree Nidhi Trading Co. Ltd,10,Other Financial Services,Equity,2.35,0,,-0.01,0
540254,MARG TECHNO PROJECTS LIMITED,MTPL,Marg Techno Projects Ltd,10,Finance (including NBFCs),Equity,,,,,
540259,SHANGAR DECOR LIMITED,SHANGAR,Shangar Decor Ltd,5,Sp.Consumer Services,Equity,,,,,
540266,Globe Commercials Limited,GLCL,Globe Commercials Ltd,10,Comm.Trading  & Distribution,Equity,,,,,
540268,Dhanvarsha Finvest Limited,DHANVARSHA,Dhanvarsha Finvest Ltd,2,Other Financial Services,Equity,165,6.35,550,0.3,1.22
540269,SUPER FINE KNITTERS LIMITED,SKL,Super Fine Knitters Ltd,10,Other Apparels & Accessories,Equity,,,,,
540270,Raideep Industries Limited,RAIDEEPIND,Raideep Industries Ltd,10,Comm.Trading  & Distribution,Equity,,8.35,,-2.11,
540293,Pricol Limited,PRICOLLTD,Pricol Ltd,1,Auto Parts & Equipment,Equity,134,14.7,37.6,3.56,6.92
540310,Classic Filaments Limited,CFL,Classic Filaments Ltd,10,Textiles,Equity,,,,,
540311,JITF INFRALOGISTICS LIMITED,JITFINFRA,JITF Infralogistics Ltd,2,Holding Companies,Equity,114,4.5,,-59.9,3.42
540318,Sueryaa Knitwear Limited,SUERYAAKNI,Sueryaa Knitwear Ltd,10,Textiles,Equity,,,,,
540332,Tanvi Foods (India) Limited,TANVI,Tanvi Foods (India) Ltd,10,Comm.Trading  & Distribution,Equity,59.2,6.22,33.8,2.18,5.59
540358,RMC SWITCHGEARS LIMITED,RMC,RMC Switchgears Ltd,10,Other Elect.Equip./ Prod.,Equity,25,17.7,4.11,6.16,21.3
540359,Parmax Pharma Limited,PARMAX,Parmax Pharma Ltd,10,Pharmaceuticals,Equity,,,,,
540360,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL,Leading Leasing Finance And Investment Company Ltd,10,Other Financial Services,Equity,,,,,
540361,DANUBE INDUSTRIES LIMITED,DANUBE,Danube Industries Ltd,10,Comm.Trading  & Distribution,Equity,,,,,
540366,Music Broadcast Limited,RADIOCITY,Music Broadcast Ltd,2,Broadcasting & Cable TV,Equity,24.1,21.7,17.8,1.79,4.95
540376,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,10,Department Stores,Equity,4484,12.7,196,22.8,0.71
540377,IFL ENTERPRISES LIMITED,IFL,IFL Enterprises Ltd,10,Comm.Trading  & Distribution,Equity,,,,,
540385,KD LEISURES LIMITED,KDLL,KD Leisures Ltd,10,Other Financial Services,Equity,,,,,
540386,Ontic Finserve Limited,ONTIC,Ontic Finserve Ltd,10,Other Financial Services,Equity,,,,,
540393,Sarthak Metals Limited,SMLT,Sarthak Metals Ltd,10,Iron & Steel Products,Equity,,,,,
540395,Chemcrux Enterprises Limited,CHEMCRUX,Chemcrux Enterprises Ltd,10,Specialty Chemicals,Equity,,,,,
540396,Manomay Tex India Limited,MANOMAY,Manomay Tex India Ltd,10,Textiles,Equity,,,,,
540401,Maximus International Limited,MAXIMUS,Maximus International Ltd,10,Comm.Trading  & Distribution,Equity,99,19.8,37.7,2.62,4.07
540402,Manas Properties Limited,MANAS,Manas Properties Ltd,10,Realty,Equity,,,,,
540403,CL Educate Limited,CLEDUCATE,CL Educate Ltd,5,Education,Equity,117,-2.74,,-2.1,-0.68
540404,PRIME FRESH LIMITED,PRIMEFRESH,Prime Fresh Ltd,10,Other Agricultural Products,Equity,54.6,22.4,27.2,2.02,6.1
540405,Oceanic Foods Limited,OCEANIC,Oceanic Foods Ltd,10,Other Food Products,Equity,,,,,
540416,Octaware Technologies Limited,OCTAWARE,Octaware Technologies Ltd,10,Internet Software & Services,Equity,90,-0.67,,-1.36,-0.34
540425,Shankara Building Products Limited,SHANKARA,Shankara Building Products Ltd,10,Specialty Retail,Equity,524,7.24,24.9,21.1,6.69
540455,Escorp Asset Management Limited,ESCORP,Escorp Asset Management Ltd,10,Other Financial Services,Equity,,,,,
540467,PARMESHWARI SILK MILLS LIMITED,PARMSILK,Parmeshwari Silk Mills Ltd,10,Other Apparels & Accessories,Equity,,,,,
540468,KMS Medisurgi Limited,KMSMEDI,KMS Medisurgi Ltd,10,Healthcare Supplies,Equity,,,,,
540481,Classic Leasing & Finance Ltd.,CLFL,Classic Leasing & Finance Ltd,10,Other Financial Services,Equity,,,,,
540492,STARLINEPS ENTERPRISES LIMITED,STARLENT,Starlineps Enterprises Ltd,5,Comm.Trading  & Distribution,Equity,,,,,
540497,S Chand And Company Limited,SCHAND,S Chand and Company Ltd,5,Publishing,Equity,118,2.91,,-6.09,3.25
540515,KANUNGO FINANCIERS LIMITED,KANUNGO,Kanungo Financiers Ltd,10,Other Financial Services,Equity,,,,,
540519,Meera Industries Limited,MEERA,Meera Industries Ltd,10,Industrial Machinery,Equity,101,12.2,48.3,2.08,2.83
540530,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,10,Housing Finance ,Equity,41.8,9.45,4.94,,
540544,PSP Projects Limited,PSPPROJECT,PSP Projects Ltd,10,Construction & Engineering,Equity,518,21.8,14.1,36.7,10.3
540545,Bhakti Gems And Jewellery Limited,BGJL,Bhakti Gems and Jewellery Ltd,10,Other Apparels & Accessories,Equity,,,,,
540550,Yug Decor Limited,YUG,Yug Decor Ltd,10,Specialty Chemicals,Equity,,,,,
540570,VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN,Variman Global Enterprises Ltd,10,Comm.Trading  & Distribution,Equity,57.4,8.83,640,0.09,1.58
540575,Star Cement Limited,STARCEMENT,Star Cement Ltd,1,Cement & Cement Products,Equity,97,13.7,19.8,4.8,8.17
540590,Riddhi Corporate Services Limited,RIDDHICORP,Riddhi Corporate Services Ltd,10,BPO/KPO,Equity,145,14,110,1.32,2.82
540595,Tejas Networks Limited,TEJASNET,Tejas Networks Ltd,10,Other Telecom Services,Equity,419,2.07,234,2.6,0.02
540596,Eris Lifesciences Limited,ERIS,Eris Lifesciences Ltd,1,Pharmaceuticals,Equity,755,27.4,26.8,28.2,4.24
540602,GTPL Hathway Limited,GTPL,GTPL Hathway Ltd,10,Other Telecom Services,Equity,256,32.3,13.7,18,11.4
540611,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,10,Banks,Equity,1254,12.4,116,26.8,2.22
540612,ICICI Prudential Mutual Fund,ICICILOVOL,ICICI Prudential Nifty Low Vol 30 ETF,10,-,Equity,,,,,
540613,Gautam Exim Limited,GEL,Gautam Exim Ltd,10,Comm.Trading  & Distribution,Equity,,,,,
540614,G G Engineering Limited,GGENG,G G Engineering Ltd,2,Heavy Electrical Equipment,Equity,11.8,0,,-0.28,-0.86
540615,7NR Retail Limited,7NR,7NR Retail Ltd,10,Specialty Retail,Equity,,,,,
540621,Bhagyanagar Properties Ltd,BHAGYAPROP,Bhagyanagar Properties Ltd,2,Realty,Equity,35.8,2.39,59,0.61,2.91
540642,Salasar Techno Engineering Limited,SALASAR,Salasar Techno Engineering Ltd,10,Construction & Engineering,Equity,243,15,18,13.8,8.46
540647,Ganges Securities Ltd.,GANGESSEC,Ganges Securities Ltd,10,Investment Companies,Equity,92.2,4.27,12.7,7.27,13.5
540648,Palash Securities Limited,PALASHSEC,Palash Securities Ltd,10,Real Estate Investment,Equity,83.1,-4.67,,-15.6,-12.7
540649,AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR,Avadh Sugar & Energy Ltd,10,Sugar,Equity,,,,,
540650,Magadh Sugar & Energy Limited,MAGADHSUGAR,Magadh Sugar & Energy Ltd,10,Sugar,Equity,,,,,
540651,Jigar Cables Limited,JIGAR,Jigar Cables Ltd,10,Other Elect.Equip./ Prod.,Equity,28,4.91,46.9,0.6,3.78
540652,Captain Technocast Limited,CTCL,Captain Technocast Ltd,10,Other Industrial Goods,Equity,32.4,17.1,14.3,,
540653,Sintex Plastics Technology Ltd.,SINTEXPLAST,Sintex Plastics Technology Ltd,1,Comm.Trading  & Distribution,Equity,10.4,0,,-4.1,2.34
